Move,Depth,Value,Alpha,Beta
E8,3,55,55,5055
G6,2,55,55,5055
E10,3,55,55,5055
G6,2,55,55,5055
F5,3,50,55,5055
G6,2,55,55,5055
F6,3,50,55,5055
G6,2,55,55,5055
F7,3,550,55,5055
G6,2,550,550,5055
F8,3,55,550,5055
G6,2,550,550,5055
F10,3,61,550,5055
G6,2,550,550,5055
F11,3,56,550,5055
G6,2,550,550,5055
F12,3,55,550,5055
G6,2,550,550,5055
F13,3,51,550,5055
G6,2,550,550,5055
G5,3,5050,550,5055
G6,2,5050,5050,5055
G7,3,105,5050,5055
G6,2,5050,5050,5055
G13,3,51,5050,5055
G6,2,5050,5050,5055
H5,3,55,5050,5055
G6,2,5050,5050,5055
H7,3,65,5050,5055
G6,2,5050,5050,5055
H12,3,55,5050,5055
G6,2,5050,5050,5055
H13,3,55,5050,5055
G6,2,5050,5050,5055
I5,3,55,5050,5055
G6,2,5050,5050,5055
I11,3,51,5050,5055
G6,2,5050,5050,5055
I12,3,50,5050,5055
G6,2,5050,5050,5055
J5,3,50,5050,5055
G6,2,5050,5050,5055
J6,3,65,5050,5055
G6,2,5050,5050,5055
J7,3,102,5050,5055
G6,2,5050,5050,5055
J10,3,100,5050,5055
G6,2,5050,5050,5055
J11,3,550,5050,5055
G6,2,5050,5050,5055
K5,3,50,5050,5055
G6,2,5050,5050,5055
K6,3,51,5050,5055
G6,2,5050,5050,5055
K9,3,5050,5050,5055
G6,2,5050,5050,5055
K10,3,50,5050,5055
G6,2,5050,5050,5055
L5,3,50,5050,5055
G6,2,5050,5050,5055
L7,3,10055,5050,5055
G6,2,10055,5050,5055
H6,1,5055,-49505,5055
G7,2,-Infinity,-49505,5055
D8,3,45,-49505,5055
G7,2,45,45,5055
D9,3,41,45,5055
G7,2,45,45,5055
D10,3,45,45,5055
G7,2,45,45,5055
E8,3,45,45,5055
G7,2,45,45,5055
E10,3,45,45,5055
G7,2,45,45,5055
F6,3,40,45,5055
G7,2,45,45,5055
F7,3,540,45,5055
G7,2,540,540,5055
F8,3,41,540,5055
G7,2,540,540,5055
F10,3,51,540,5055
G7,2,540,540,5055
F11,3,46,540,5055
G7,2,540,540,5055
F12,3,45,540,5055
G7,2,540,540,5055
F13,3,41,540,5055
G7,2,540,540,5055
G5,3,5040,540,5055
G7,2,5040,5040,5055
G6,3,141,5040,5055
G7,2,5040,5040,5055
G13,3,41,5040,5055
G7,2,5040,5040,5055
H5,3,45,5040,5055
G7,2,5040,5040,5055
H7,3,52,5040,5055
G7,2,5040,5040,5055
H12,3,45,5040,5055
G7,2,5040,5040,5055
H13,3,45,5040,5055
G7,2,5040,5040,5055
I5,3,41,5040,5055
G7,2,5040,5040,5055
I11,3,41,5040,5055
G7,2,5040,5040,5055
I12,3,40,5040,5055
G7,2,5040,5040,5055
J5,3,40,5040,5055
G7,2,5040,5040,5055
J6,3,55,5040,5055
G7,2,5040,5040,5055
J7,3,92,5040,5055
G7,2,5040,5040,5055
J10,3,50,5040,5055
G7,2,5040,5040,5055
J11,3,540,5040,5055
G7,2,5040,5040,5055
K5,3,40,5040,5055
G7,2,5040,5040,5055
K6,3,41,5040,5055
G7,2,5040,5040,5055
K9,3,5040,5040,5055
G7,2,5040,5040,5055
K10,3,40,5040,5055
G7,2,5040,5040,5055
L5,3,40,5040,5055
G7,2,5040,5040,5055
L7,3,10045,5040,5055
G7,2,10045,5040,5055
H6,1,5055,-49505,5055
G13,2,-Infinity,-49505,5055
D8,3,55,-49505,5055
G13,2,55,55,5055
D9,3,51,55,5055
G13,2,55,55,5055
D10,3,55,55,5055
G13,2,55,55,5055
E8,3,55,55,5055
G13,2,55,55,5055
E10,3,55,55,5055
G13,2,55,55,5055
F7,3,550,55,5055
G13,2,550,550,5055
F8,3,55,550,5055
G13,2,550,550,5055
F10,3,61,550,5055
G13,2,550,550,5055
F11,3,56,550,5055
G13,2,550,550,5055
F12,3,55,550,5055
G13,2,550,550,5055
F13,3,51,550,5055
G13,2,550,550,5055
F14,3,50,550,5055
G13,2,550,550,5055
G5,3,5050,550,5055
G13,2,5050,5050,5055
G6,3,51,5050,5055
G13,2,5050,5050,5055
G7,3,105,5050,5055
G13,2,5050,5050,5055
G14,3,50,5050,5055
G13,2,5050,5050,5055
H5,3,55,5050,5055
G13,2,5050,5050,5055
H7,3,66,5050,5055
G13,2,5050,5050,5055
H12,3,55,5050,5055
G13,2,5050,5050,5055
H13,3,55,5050,5055
G13,2,5050,5050,5055
H14,3,50,5050,5055
G13,2,5050,5050,5055
I5,3,55,5050,5055
G13,2,5050,5050,5055
I11,3,51,5050,5055
G13,2,5050,5050,5055
I12,3,50,5050,5055
G13,2,5050,5050,5055
J5,3,50,5050,5055
G13,2,5050,5050,5055
J6,3,65,5050,5055
G13,2,5050,5050,5055
J7,3,102,5050,5055
G13,2,5050,5050,5055
J10,3,100,5050,5055
G13,2,5050,5050,5055
J11,3,550,5050,5055
G13,2,5050,5050,5055
K5,3,50,5050,5055
G13,2,5050,5050,5055
K6,3,51,5050,5055
G13,2,5050,5050,5055
K9,3,5050,5050,5055
G13,2,5050,5050,5055
K10,3,50,5050,5055
G13,2,5050,5050,5055
L5,3,50,5050,5055
G13,2,5050,5050,5055
L7,3,10055,5050,5055
G13,2,10055,5050,5055
H6,1,5055,-49505,5055
H5,2,-Infinity,-49505,5055
D8,3,50,-49505,5055
H5,2,50,50,5055
D9,3,46,50,5055
H5,2,50,50,5055
D10,3,50,50,5055
H5,2,50,50,5055
E8,3,50,50,5055
H5,2,50,50,5055
E10,3,50,50,5055
H5,2,50,50,5055
F7,3,545,50,5055
H5,2,545,545,5055
F8,3,50,545,5055
H5,2,545,545,5055
F10,3,56,545,5055
H5,2,545,545,5055
F11,3,51,545,5055
H5,2,545,545,5055
F12,3,50,545,5055
H5,2,545,545,5055
F13,3,46,545,5055
H5,2,545,545,5055
G4,3,45,545,5055
H5,2,545,545,5055
G5,3,5045,545,5055
H5,2,5045,5045,5055
G6,3,46,5045,5055
H5,2,5045,5045,5055
G7,3,100,5045,5055
H5,2,5045,5045,5055
G13,3,46,5045,5055
H5,2,5045,5045,5055
H4,3,45,5045,5055
H5,2,5045,5045,5055
H7,3,51,5045,5055
H5,2,5045,5045,5055
H12,3,50,5045,5055
H5,2,5045,5045,5055
H13,3,50,5045,5055
H5,2,5045,5045,5055
I4,3,45,5045,5055
H5,2,5045,5045,5055
I5,3,50,5045,5055
H5,2,5045,5045,5055
I11,3,46,5045,5055
H5,2,5045,5045,5055
I12,3,45,5045,5055
H5,2,5045,5045,5055
J5,3,45,5045,5055
H5,2,5045,5045,5055
J6,3,60,5045,5055
H5,2,5045,5045,5055
J7,3,97,5045,5055
H5,2,5045,5045,5055
J10,3,95,5045,5055
H5,2,5045,5045,5055
J11,3,545,5045,5055
H5,2,5045,5045,5055
K5,3,45,5045,5055
H5,2,5045,5045,5055
K6,3,46,5045,5055
H5,2,5045,5045,5055
K9,3,5045,5045,5055
H5,2,5045,5045,5055
K10,3,45,5045,5055
H5,2,5045,5045,5055
L5,3,45,5045,5055
H5,2,5045,5045,5055
L7,3,10050,5045,5055
H5,2,10050,5045,5055
H6,1,5055,-49505,5055
H7,2,-Infinity,-49505,5055
D8,3,-4945,-49505,5055
H7,2,-4945,-4945,5055
D9,3,-4949,-4945,5055
H7,2,-4945,-4945,5055
D10,3,-4945,-4945,5055
H7,2,-4945,-4945,5055
E8,3,-4945,-4945,5055
H7,2,-4945,-4945,5055
E10,3,-4945,-4945,5055
H7,2,-4945,-4945,5055
F7,3,-4450,-4945,5055
H7,2,-4450,-4450,5055
F8,3,-4945,-4450,5055
H7,2,-4450,-4450,5055
F10,3,-4939,-4450,5055
H7,2,-4450,-4450,5055
F11,3,-4944,-4450,5055
H7,2,-4450,-4450,5055
F12,3,-4945,-4450,5055
H7,2,-4450,-4450,5055
F13,3,-4949,-4450,5055
H7,2,-4450,-4450,5055
G5,3,50,-4450,5055
H7,2,50,50,5055
G6,3,-4949,50,5055
H7,2,50,50,5055
G7,3,-4895,50,5055
H7,2,50,50,5055
G13,3,-4949,50,5055
H7,2,50,50,5055
H5,3,-4949,50,5055
H7,2,50,50,5055
H12,3,-4945,50,5055
H7,2,50,50,5055
H13,3,-4945,50,5055
H7,2,50,50,5055
I5,3,-4945,50,5055
H7,2,50,50,5055
I11,3,-4949,50,5055
H7,2,50,50,5055
I12,3,-4950,50,5055
H7,2,50,50,5055
J5,3,-4950,50,5055
H7,2,50,50,5055
J6,3,-4935,50,5055
H7,2,50,50,5055
J7,3,-4938,50,5055
H7,2,50,50,5055
J10,3,-4900,50,5055
H7,2,50,50,5055
J11,3,-4450,50,5055
H7,2,50,50,5055
K5,3,-4950,50,5055
H7,2,50,50,5055
K6,3,-4949,50,5055
H7,2,50,50,5055
K9,3,50,50,5055
H7,2,50,50,5055
K10,3,-4950,50,5055
H7,2,50,50,5055
L5,3,-4950,50,5055
H7,2,50,50,5055
L7,3,5055,50,5055
H7,2,5055,50,5055
H6,1,5055,-49505,5055
H12,2,-Infinity,-49505,5055
D8,3,49,-49505,5055
H12,2,49,49,5055
D9,3,45,49,5055
H12,2,49,49,5055
D10,3,49,49,5055
H12,2,49,49,5055
E8,3,49,49,5055
H12,2,49,49,5055
E10,3,49,49,5055
H12,2,49,49,5055
F7,3,544,49,5055
H12,2,544,544,5055
F8,3,49,544,5055
H12,2,544,544,5055
F10,3,55,544,5055
H12,2,544,544,5055
F11,3,50,544,5055
H12,2,544,544,5055
F12,3,45,544,5055
H12,2,544,544,5055
F13,3,45,544,5055
H12,2,544,544,5055
G5,3,5044,544,5055
H12,2,5044,5044,5055
G6,3,45,5044,5055
H12,2,5044,5044,5055
G7,3,99,5044,5055
H12,2,5044,5044,5055
G13,3,45,5044,5055
H12,2,5044,5044,5055
H5,3,49,5044,5055
H12,2,5044,5044,5055
H7,3,60,5044,5055
H12,2,5044,5044,5055
H13,3,49,5044,5055
H12,2,5044,5044,5055
I5,3,49,5044,5055
H12,2,5044,5044,5055
I11,3,45,5044,5055
H12,2,5044,5044,5055
I12,3,44,5044,5055
H12,2,5044,5044,5055
I13,3,44,5044,5055
H12,2,5044,5044,5055
J5,3,44,5044,5055
H12,2,5044,5044,5055
J6,3,59,5044,5055
H12,2,5044,5044,5055
J7,3,96,5044,5055
H12,2,5044,5044,5055
J10,3,94,5044,5055
H12,2,5044,5044,5055
J11,3,544,5044,5055
H12,2,5044,5044,5055
K5,3,44,5044,5055
H12,2,5044,5044,5055
K6,3,45,5044,5055
H12,2,5044,5044,5055
K9,3,5044,5044,5055
H12,2,5044,5044,5055
K10,3,44,5044,5055
H12,2,5044,5044,5055
L5,3,44,5044,5055
H12,2,5044,5044,5055
L7,3,10049,5044,5055
H12,2,10049,5044,5055
H6,1,5055,-49505,5055
H13,2,-Infinity,-49505,5055
D8,3,55,-49505,5055
H13,2,55,55,5055
D9,3,51,55,5055
H13,2,55,55,5055
D10,3,55,55,5055
H13,2,55,55,5055
E8,3,55,55,5055
H13,2,55,55,5055
E10,3,55,55,5055
H13,2,55,55,5055
F7,3,550,55,5055
H13,2,550,550,5055
F8,3,55,550,5055
H13,2,550,550,5055
F10,3,61,550,5055
H13,2,550,550,5055
F11,3,52,550,5055
H13,2,550,550,5055
F12,3,55,550,5055
H13,2,550,550,5055
F13,3,51,550,5055
H13,2,550,550,5055
G5,3,5050,550,5055
H13,2,5050,5050,5055
G6,3,51,5050,5055
H13,2,5050,5050,5055
G7,3,105,5050,5055
H13,2,5050,5050,5055
G13,3,51,5050,5055
H13,2,5050,5050,5055
G14,3,50,5050,5055
H13,2,5050,5050,5055
H5,3,55,5050,5055
H13,2,5050,5050,5055
H7,3,66,5050,5055
H13,2,5050,5050,5055
H12,3,55,5050,5055
H13,2,5050,5050,5055
H14,3,50,5050,5055
H13,2,5050,5050,5055
I5,3,55,5050,5055
H13,2,5050,5050,5055
I11,3,51,5050,5055
H13,2,5050,5050,5055
I12,3,50,5050,5055
H13,2,5050,5050,5055
I13,3,50,5050,5055
H13,2,5050,5050,5055
I14,3,50,5050,5055
H13,2,5050,5050,5055
J5,3,50,5050,5055
H13,2,5050,5050,5055
J6,3,65,5050,5055
H13,2,5050,5050,5055
J7,3,102,5050,5055
H13,2,5050,5050,5055
J10,3,100,5050,5055
H13,2,5050,5050,5055
J11,3,550,5050,5055
H13,2,5050,5050,5055
K5,3,50,5050,5055
H13,2,5050,5050,5055
K6,3,51,5050,5055
H13,2,5050,5050,5055
K9,3,5050,5050,5055
H13,2,5050,5050,5055
K10,3,50,5050,5055
H13,2,5050,5050,5055
L5,3,50,5050,5055
H13,2,5050,5050,5055
L7,3,10055,5050,5055
H13,2,10055,5050,5055
H6,1,5055,-49505,5055
I5,2,-Infinity,-49505,5055
D8,3,54,-49505,5055
I5,2,54,54,5055
D9,3,50,54,5055
I5,2,54,54,5055
D10,3,54,54,5055
I5,2,54,54,5055
E8,3,54,54,5055
I5,2,54,54,5055
E10,3,54,54,5055
I5,2,54,54,5055
F7,3,549,54,5055
I5,2,549,549,5055
F8,3,54,549,5055
I5,2,549,549,5055
F10,3,60,549,5055
I5,2,549,549,5055
F11,3,55,549,5055
I5,2,549,549,5055
F12,3,54,549,5055
I5,2,549,549,5055
F13,3,50,549,5055
I5,2,549,549,5055
G5,3,5049,549,5055
I5,2,5049,5049,5055
G6,3,50,5049,5055
I5,2,5049,5049,5055
G7,3,100,5049,5055
I5,2,5049,5049,5055
G13,3,50,5049,5055
I5,2,5049,5049,5055
H4,3,49,5049,5055
I5,2,5049,5049,5055
H5,3,54,5049,5055
I5,2,5049,5049,5055
H7,3,65,5049,5055
I5,2,5049,5049,5055
H12,3,54,5049,5055
I5,2,5049,5049,5055
H13,3,54,5049,5055
I5,2,5049,5049,5055
I4,3,49,5049,5055
I5,2,5049,5049,5055
I11,3,50,5049,5055
I5,2,5049,5049,5055
I12,3,49,5049,5055
I5,2,5049,5049,5055
J4,3,49,5049,5055
I5,2,5049,5049,5055
J5,3,49,5049,5055
I5,2,5049,5049,5055
J6,3,60,5049,5055
I5,2,5049,5049,5055
J7,3,101,5049,5055
I5,2,5049,5049,5055
J10,3,99,5049,5055
I5,2,5049,5049,5055
J11,3,549,5049,5055
I5,2,5049,5049,5055
K5,3,49,5049,5055
I5,2,5049,5049,5055
K6,3,50,5049,5055
I5,2,5049,5049,5055
K9,3,5049,5049,5055
I5,2,5049,5049,5055
K10,3,49,5049,5055
I5,2,5049,5049,5055
L5,3,49,5049,5055
I5,2,5049,5049,5055
L7,3,10054,5049,5055
I5,2,10054,5049,5055
H6,1,5055,-49505,5055
I11,2,-Infinity,-49505,5055
D8,3,4,-49505,5055
I11,2,4,4,5055
D9,3,0,4,5055
I11,2,4,4,5055
D10,3,4,4,5055
I11,2,4,4,5055
E8,3,4,4,5055
I11,2,4,4,5055
E10,3,4,4,5055
I11,2,4,4,5055
F7,3,499,4,5055
I11,2,499,499,5055
F8,3,4,499,5055
I11,2,499,499,5055
F10,3,10,499,5055
I11,2,499,499,5055
F11,3,505,499,5055
I11,2,505,505,5055
F12,3,4,505,5055
I11,2,505,505,5055
F13,3,0,505,5055
I11,2,505,505,5055
G5,3,4999,505,5055
I11,2,4999,4999,5055
G6,3,0,4999,5055
I11,2,4999,4999,5055
G7,3,54,4999,5055
I11,2,4999,4999,5055
G13,3,0,4999,5055
I11,2,4999,4999,5055
H5,3,4,4999,5055
I11,2,4999,4999,5055
H7,3,15,4999,5055
I11,2,4999,4999,5055
H12,3,4,4999,5055
I11,2,4999,4999,5055
H13,3,4,4999,5055
I11,2,4999,4999,5055
I5,3,4,4999,5055
I11,2,4999,4999,5055
I12,3,-1,4999,5055
I11,2,4999,4999,5055
J5,3,-1,4999,5055
I11,2,4999,4999,5055
J6,3,14,4999,5055
I11,2,4999,4999,5055
J7,3,51,4999,5055
I11,2,4999,4999,5055
J10,3,49,4999,5055
I11,2,4999,4999,5055
J11,3,999,4999,5055
I11,2,4999,4999,5055
J12,3,-1,4999,5055
I11,2,4999,4999,5055
K5,3,-1,4999,5055
I11,2,4999,4999,5055
K6,3,0,4999,5055
I11,2,4999,4999,5055
K9,3,4999,4999,5055
I11,2,4999,4999,5055
K10,3,-1,4999,5055
I11,2,4999,4999,5055
L5,3,-1,4999,5055
I11,2,4999,4999,5055
L7,3,10004,4999,5055
I11,2,10004,4999,5055
H6,1,5055,-49505,5055
I12,2,-Infinity,-49505,5055
D8,3,54,-49505,5055
I12,2,54,54,5055
D9,3,50,54,5055
I12,2,54,54,5055
D10,3,54,54,5055
I12,2,54,54,5055
E8,3,54,54,5055
I12,2,54,54,5055
E10,3,54,54,5055
I12,2,54,54,5055
F7,3,549,54,5055
I12,2,549,549,5055
F8,3,54,549,5055
I12,2,549,549,5055
F10,3,60,549,5055
I12,2,549,549,5055
F11,3,55,549,5055
I12,2,549,549,5055
F12,3,54,549,5055
I12,2,549,549,5055
F13,3,50,549,5055
I12,2,549,549,5055
G5,3,5049,549,5055
I12,2,5049,5049,5055
G6,3,50,5049,5055
I12,2,5049,5049,5055
G7,3,104,5049,5055
I12,2,5049,5049,5055
G13,3,50,5049,5055
I12,2,5049,5049,5055
H5,3,54,5049,5055
I12,2,5049,5049,5055
H7,3,65,5049,5055
I12,2,5049,5049,5055
H12,3,50,5049,5055
I12,2,5049,5049,5055
H13,3,54,5049,5055
I12,2,5049,5049,5055
I5,3,54,5049,5055
I12,2,5049,5049,5055
I11,3,50,5049,5055
I12,2,5049,5049,5055
I13,3,49,5049,5055
I12,2,5049,5049,5055
J5,3,49,5049,5055
I12,2,5049,5049,5055
J6,3,64,5049,5055
I12,2,5049,5049,5055
J7,3,101,5049,5055
I12,2,5049,5049,5055
J10,3,99,5049,5055
I12,2,5049,5049,5055
J11,3,549,5049,5055
I12,2,5049,5049,5055
J12,3,49,5049,5055
I12,2,5049,5049,5055
J13,3,49,5049,5055
I12,2,5049,5049,5055
K5,3,49,5049,5055
I12,2,5049,5049,5055
K6,3,50,5049,5055
I12,2,5049,5049,5055
K9,3,5049,5049,5055
I12,2,5049,5049,5055
K10,3,49,5049,5055
I12,2,5049,5049,5055
L5,3,49,5049,5055
I12,2,5049,5049,5055
L7,3,10054,5049,5055
I12,2,10054,5049,5055
H6,1,5055,-49505,5055
J5,2,-Infinity,-49505,5055
D8,3,50,-49505,5055
J5,2,50,50,5055
D9,3,46,50,5055
J5,2,50,50,5055
D10,3,50,50,5055
J5,2,50,50,5055
E8,3,50,50,5055
J5,2,50,50,5055
E10,3,50,50,5055
J5,2,50,50,5055
F7,3,545,50,5055
J5,2,545,545,5055
F8,3,50,545,5055
J5,2,545,545,5055
F10,3,56,545,5055
J5,2,545,545,5055
F11,3,51,545,5055
J5,2,545,545,5055
F12,3,50,545,5055
J5,2,545,545,5055
F13,3,46,545,5055
J5,2,545,545,5055
G5,3,5045,545,5055
J5,2,5045,5045,5055
G6,3,46,5045,5055
J5,2,5045,5045,5055
G7,3,100,5045,5055
J5,2,5045,5045,5055
G13,3,46,5045,5055
J5,2,5045,5045,5055
H5,3,50,5045,5055
J5,2,5045,5045,5055
H7,3,61,5045,5055
J5,2,5045,5045,5055
H12,3,50,5045,5055
J5,2,5045,5045,5055
H13,3,50,5045,5055
J5,2,5045,5045,5055
I4,3,45,5045,5055
J5,2,5045,5045,5055
I5,3,50,5045,5055
J5,2,5045,5045,5055
I11,3,46,5045,5055
J5,2,5045,5045,5055
I12,3,45,5045,5055
J5,2,5045,5045,5055
J4,3,45,5045,5055
J5,2,5045,5045,5055
J6,3,60,5045,5055
J5,2,5045,5045,5055
J7,3,97,5045,5055
J5,2,5045,5045,5055
J10,3,95,5045,5055
J5,2,5045,5045,5055
J11,3,545,5045,5055
J5,2,5045,5045,5055
K4,3,45,5045,5055
J5,2,5045,5045,5055
K5,3,45,5045,5055
J5,2,5045,5045,5055
K6,3,46,5045,5055
J5,2,5045,5045,5055
K9,3,5045,5045,5055
J5,2,5045,5045,5055
K10,3,45,5045,5055
J5,2,5045,5045,5055
L5,3,45,5045,5055
J5,2,5045,5045,5055
L7,3,10050,5045,5055
J5,2,10050,5045,5055
H6,1,5055,-49505,5055
J6,2,-Infinity,-49505,5055
D8,3,54,-49505,5055
J6,2,54,54,5055
D9,3,50,54,5055
J6,2,54,54,5055
D10,3,54,54,5055
J6,2,54,54,5055
E8,3,54,54,5055
J6,2,54,54,5055
E10,3,54,54,5055
J6,2,54,54,5055
F7,3,549,54,5055
J6,2,549,549,5055
F8,3,54,549,5055
J6,2,549,549,5055
F10,3,60,549,5055
J6,2,549,549,5055
F11,3,55,549,5055
J6,2,549,549,5055
F12,3,54,549,5055
J6,2,549,549,5055
F13,3,50,549,5055
J6,2,549,549,5055
G5,3,5049,549,5055
J6,2,5049,5049,5055
G6,3,50,5049,5055
J6,2,5049,5049,5055
G7,3,104,5049,5055
J6,2,5049,5049,5055
G13,3,50,5049,5055
J6,2,5049,5049,5055
H5,3,54,5049,5055
J6,2,5049,5049,5055
H7,3,65,5049,5055
J6,2,5049,5049,5055
H12,3,54,5049,5055
J6,2,5049,5049,5055
H13,3,54,5049,5055
J6,2,5049,5049,5055
I5,3,54,5049,5055
J6,2,5049,5049,5055
I11,3,50,5049,5055
J6,2,5049,5049,5055
I12,3,49,5049,5055
J6,2,5049,5049,5055
J5,3,49,5049,5055
J6,2,5049,5049,5055
J7,3,100,5049,5055
J6,2,5049,5049,5055
J10,3,99,5049,5055
J6,2,5049,5049,5055
J11,3,549,5049,5055
J6,2,5049,5049,5055
K5,3,49,5049,5055
J6,2,5049,5049,5055
K6,3,50,5049,5055
J6,2,5049,5049,5055
K9,3,5049,5049,5055
J6,2,5049,5049,5055
K10,3,49,5049,5055
J6,2,5049,5049,5055
L5,3,49,5049,5055
J6,2,5049,5049,5055
L7,3,10054,5049,5055
J6,2,10054,5049,5055
H6,1,5055,-49505,5055
J7,2,-Infinity,-49505,5055
D8,3,5,-49505,5055
J7,2,5,5,5055
D9,3,1,5,5055
J7,2,5,5,5055
D10,3,5,5,5055
J7,2,5,5,5055
E8,3,5,5,5055
J7,2,5,5,5055
E10,3,5,5,5055
J7,2,5,5,5055
F7,3,500,5,5055
J7,2,500,500,5055
F8,3,5,500,5055
J7,2,500,500,5055
F10,3,11,500,5055
J7,2,500,500,5055
F11,3,6,500,5055
J7,2,500,500,5055
F12,3,5,500,5055
J7,2,500,500,5055
F13,3,1,500,5055
J7,2,500,500,5055
G5,3,5000,500,5055
J7,2,5000,5000,5055
G6,3,1,5000,5055
J7,2,5000,5000,5055
G7,3,55,5000,5055
J7,2,5000,5000,5055
G13,3,1,5000,5055
J7,2,5000,5000,5055
H5,3,505,5000,5055
J7,2,5000,5000,5055
H7,3,12,5000,5055
J7,2,5000,5000,5055
H12,3,5,5000,5055
J7,2,5000,5000,5055
H13,3,5,5000,5055
J7,2,5000,5000,5055
I5,3,5,5000,5055
J7,2,5000,5000,5055
I11,3,1,5000,5055
J7,2,5000,5000,5055
I12,3,0,5000,5055
J7,2,5000,5000,5055
J5,3,0,5000,5055
J7,2,5000,5000,5055
J6,3,15,5000,5055
J7,2,5000,5000,5055
J10,3,50,5000,5055
J7,2,5000,5000,5055
J11,3,500,5000,5055
J7,2,5000,5000,5055
K5,3,0,5000,5055
J7,2,5000,5000,5055
K6,3,1,5000,5055
J7,2,5000,5000,5055
K9,3,5000,5000,5055
J7,2,5000,5000,5055
K10,3,0,5000,5055
J7,2,5000,5000,5055
L5,3,0,5000,5055
J7,2,5000,5000,5055
L7,3,10001,5000,5055
J7,2,10001,5000,5055
H6,1,5055,-49505,5055
J10,2,-Infinity,-49505,5055
D8,3,53,-49505,5055
J10,2,53,53,5055
D9,3,49,53,5055
J10,2,53,53,5055
D10,3,53,53,5055
J10,2,53,53,5055
E8,3,53,53,5055
J10,2,53,53,5055
E10,3,53,53,5055
J10,2,53,53,5055
F7,3,548,53,5055
J10,2,548,548,5055
F8,3,53,548,5055
J10,2,548,548,5055
F10,3,59,548,5055
J10,2,548,548,5055
F11,3,54,548,5055
J10,2,548,548,5055
F12,3,53,548,5055
J10,2,548,548,5055
F13,3,49,548,5055
J10,2,548,548,5055
G5,3,5048,548,5055
J10,2,5048,5048,5055
G6,3,49,5048,5055
J10,2,5048,5048,5055
G7,3,63,5048,5055
J10,2,5048,5048,5055
G13,3,49,5048,5055
J10,2,5048,5048,5055
H5,3,53,5048,5055
J10,2,5048,5048,5055
H7,3,64,5048,5055
J10,2,5048,5048,5055
H12,3,53,5048,5055
J10,2,5048,5048,5055
H13,3,53,5048,5055
J10,2,5048,5048,5055
I5,3,53,5048,5055
J10,2,5048,5048,5055
I11,3,49,5048,5055
J10,2,5048,5048,5055
I12,3,48,5048,5055
J10,2,5048,5048,5055
J5,3,48,5048,5055
J10,2,5048,5048,5055
J6,3,63,5048,5055
J10,2,5048,5048,5055
J7,3,100,5048,5055
J10,2,5048,5048,5055
J11,3,548,5048,5055
J10,2,5048,5048,5055
K5,3,48,5048,5055
J10,2,5048,5048,5055
K6,3,49,5048,5055
J10,2,5048,5048,5055
K9,3,5048,5048,5055
J10,2,5048,5048,5055
K10,3,48,5048,5055
J10,2,5048,5048,5055
K11,3,48,5048,5055
J10,2,5048,5048,5055
L5,3,48,5048,5055
J10,2,5048,5048,5055
L7,3,10053,5048,5055
J10,2,10053,5048,5055
H6,1,5055,-49505,5055
J11,2,-Infinity,-49505,5055
D8,3,-4945,-49505,5055
J11,2,-4945,-4945,5055
D9,3,-4949,-4945,5055
J11,2,-4945,-4945,5055
D10,3,-4945,-4945,5055
J11,2,-4945,-4945,5055
E8,3,-4945,-4945,5055
J11,2,-4945,-4945,5055
E10,3,-4945,-4945,5055
J11,2,-4945,-4945,5055
F7,3,-4950,-4945,5055
J11,2,-4945,-4945,5055
F8,3,-4945,-4945,5055
J11,2,-4945,-4945,5055
F10,3,-4939,-4945,5055
J11,2,-4939,-4939,5055
F11,3,-4944,-4939,5055
J11,2,-4939,-4939,5055
F12,3,-4945,-4939,5055
J11,2,-4939,-4939,5055
F13,3,-4949,-4939,5055
J11,2,-4939,-4939,5055
G5,3,50,-4939,5055
J11,2,50,50,5055
G6,3,-4949,50,5055
J11,2,50,50,5055
G7,3,-4895,50,5055
J11,2,50,50,5055
G13,3,-4949,50,5055
J11,2,50,50,5055
H5,3,-4945,50,5055
J11,2,50,50,5055
H7,3,-4934,50,5055
J11,2,50,50,5055
H12,3,-4945,50,5055
J11,2,50,50,5055
H13,3,-4945,50,5055
J11,2,50,50,5055
I5,3,-4945,50,5055
J11,2,50,50,5055
I11,3,-4949,50,5055
J11,2,50,50,5055
I12,3,-4950,50,5055
J11,2,50,50,5055
J5,3,-4950,50,5055
J11,2,50,50,5055
J6,3,-4935,50,5055
J11,2,50,50,5055
J7,3,-4898,50,5055
J11,2,50,50,5055
J10,3,-4900,50,5055
J11,2,50,50,5055
J12,3,-4950,50,5055
J11,2,50,50,5055
K5,3,-4950,50,5055
J11,2,50,50,5055
K6,3,-4949,50,5055
J11,2,50,50,5055
K9,3,50,50,5055
J11,2,50,50,5055
K10,3,-4950,50,5055
J11,2,50,50,5055
K11,3,-4950,50,5055
J11,2,50,50,5055
K12,3,-4950,50,5055
J11,2,50,50,5055
L5,3,-4950,50,5055
J11,2,50,50,5055
L7,3,5055,50,5055
J11,2,5055,50,5055
H6,1,5055,-49505,5055
K5,2,-Infinity,-49505,5055
D8,3,50,-49505,5055
K5,2,50,50,5055
D9,3,46,50,5055
K5,2,50,50,5055
D10,3,50,50,5055
K5,2,50,50,5055
E8,3,50,50,5055
K5,2,50,50,5055
E10,3,50,50,5055
K5,2,50,50,5055
F7,3,545,50,5055
K5,2,545,545,5055
F8,3,50,545,5055
